,station_no,date,discharge,water_level,year,month,day
89352,1,1965-01-01,1240.0,200.0,1965,1,1
89353,1,1965-01-02,1680.0,195.0,1965,1,2
89354,1,1965-01-03,1820.0,196.0,1965,1,3
89355,1,1965-01-04,1790.0,171.0,1965,1,4
89356,1,1965-01-05,1800.0,161.0,1965,1,5
89357,1,1965-01-06,1630.0,163.0,1965,1,6
89358,1,1965-01-07,1560.0,197.0,1965,1,7
89359,1,1965-01-08,1580.0,283.0,1965,1,8
89360,1,1965-01-09,1800.0,409.0,1965,1,9
89361,1,1965-01-10,2430.0,459.0,1965,1,10
89362,1,1965-01-11,3480.0,421.0,1965,1,11
89363,1,1965-01-12,3960.0,354.0,1965,1,12
89364,1,1965-01-13,3590.0,306.0,1965,1,13
89365,1,1965-01-14,3000.0,280.0,1965,1,14
89366,1,1965-01-15,2610.0,268.0,1965,1,15
89367,1,1965-01-16,2410.0,336.0,1965,1,16
89368,1,1965-01-17,2320.0,454.0,1965,1,17
89369,1,1965-01-18,2850.0,454.0,1965,1,18
89370,1,1965-01-19,3910.0,442.0,1965,1,19
89371,1,1965-01-20,3910.0,383.0,1965,1,20
89372,1,1965-01-21,3790.0,329.0,1965,1,21
89373,1,1965-01-22,3250.0,292.0,1965,1,22
89374,1,1965-01-23,2790.0,277.0,1965,1,23
89375,1,1965-01-24,2500.0,269.0,1965,1,24
89376,1,1965-01-25,2380.0,255.0,1965,1,25
89377,1,1965-01-26,2320.0,249.0,1965,1,26
89378,1,1965-01-27,2220.0,238.0,1965,1,27
89379,1,1965-01-28,2170.0,223.0,1965,1,28
89380,1,1965-01-29,2100.0,244.0,1965,1,29
89381,1,1965-01-30,1990.0,357.0,1965,1,30
89382,1,1965-01-31,2140.0,432.0,1965,1,31
89383,1,1965-02-01,3020.0,432.0,1965,2,1
89384,1,1965-02-02,3700.0,399.0,1965,2,2
89385,1,1965-02-03,3700.0,363.0,1965,2,3
89386,1,1965-02-04,3390.0,331.0,1965,2,4
89387,1,1965-02-05,3070.0,309.0,1965,2,5
89388,1,1965-02-06,2810.0,288.0,1965,2,6
89389,1,1965-02-07,2630.0,270.0,1965,2,7
89390,1,1965-02-08,2470.0,252.0,1965,2,8
89391,1,1965-02-09,2330.0,235.0,1965,2,9
89392,1,1965-02-10,2200.0,214.0,1965,2,10
89393,1,1965-02-11,2070.0,203.0,1965,2,11
89394,1,1965-02-12,1920.0,205.0,1965,2,12
89395,1,1965-02-13,1850.0,222.0,1965,2,13
89396,1,1965-02-14,1860.0,222.0,1965,2,14
89397,1,1965-02-15,1980.0,218.0,1965,2,15
89398,1,1965-02-16,1980.0,199.0,1965,2,16
89399,1,1965-02-17,1950.0,193.0,1965,2,17
89400,1,1965-02-18,1820.0,183.0,1965,2,18
89401,1,1965-02-19,1780.0,172.0,1965,2,19
89402,1,1965-02-20,1710.0,161.0,1965,2,20
89403,1,1965-02-21,1640.0,146.0,1965,2,21
89404,1,1965-02-22,1560.0,140.0,1965,2,22
89405,1,1965-02-23,1460.0,134.0,1965,2,23
89406,1,1965-02-24,1430.0,130.0,1965,2,24
89407,1,1965-02-25,1390.0,126.0,1965,2,25
89408,1,1965-02-26,1360.0,122.0,1965,2,26
89409,1,1965-02-27,1340.0,118.0,1965,2,27
89410,1,1965-02-28,1310.0,117.0,1965,2,28
89411,1,1965-03-01,1290.0,115.0,1965,3,1
89412,1,1965-03-02,1280.0,117.0,1965,3,2
89413,1,1965-03-03,1270.0,121.0,1965,3,3
89414,1,1965-03-04,1280.0,114.0,1965,3,4
89415,1,1965-03-05,1310.0,109.0,1965,3,5
89416,1,1965-03-06,1270.0,103.0,1965,3,6
89417,1,1965-03-07,1240.0,102.0,1965,3,7
89418,1,1965-03-08,1200.0,101.0,1965,3,8
89419,1,1965-03-09,1200.0,100.0,1965,3,9
89420,1,1965-03-10,1190.0,103.0,1965,3,10
89421,1,1965-03-11,1190.0,103.0,1965,3,11
89422,1,1965-03-12,1200.0,109.0,1965,3,12
89423,1,1965-03-13,1200.0,120.0,1965,3,13
89424,1,1965-03-14,1240.0,159.0,1965,3,14
89425,1,1965-03-15,1300.0,228.0,1965,3,15
89426,1,1965-03-16,1550.0,321.0,1965,3,16
89427,1,1965-03-17,2020.0,399.0,1965,3,17
89428,1,1965-03-18,2730.0,419.0,1965,3,18
89429,1,1965-03-19,3390.0,413.0,1965,3,19
89430,1,1965-03-20,3570.0,422.0,1965,3,20
89431,1,1965-03-21,3520.0,463.0,1965,3,21
89432,1,1965-03-22,3600.0,516.0,1965,3,22
89433,1,1965-03-23,4000.0,543.0,1965,3,23
89434,1,1965-03-24,4550.0,563.0,1965,3,24
89435,1,1965-03-25,4840.0,612.0,1965,3,25
89436,1,1965-03-26,5070.0,649.0,1965,3,26
89437,1,1965-03-27,5660.0,639.0,1965,3,27
89438,1,1965-03-28,6130.0,603.0,1965,3,28
89439,1,1965-03-29,6000.0,560.0,1965,3,29
89440,1,1965-03-30,5550.0,507.0,1965,3,30
89441,1,1965-03-31,5040.0,458.0,1965,3,31
89442,1,1965-04-01,4450.0,417.0,1965,4,1
89443,1,1965-04-02,3950.0,386.0,1965,4,2
89444,1,1965-04-03,3550.0,355.0,1965,4,3
89445,1,1965-04-04,3270.0,328.0,1965,4,4
89446,1,1965-04-05,3010.0,318.0,1965,4,5
89447,1,1965-04-06,2780.0,308.0,1965,4,6
89448,1,1965-04-07,2700.0,296.0,1965,4,7
89449,1,1965-04-08,2630.0,285.0,1965,4,8
89450,1,1965-04-09,2530.0,280.0,1965,4,9
89451,1,1965-04-10,2440.0,272.0,1965,4,10
89452,1,1965-04-11,2410.0,268.0,1965,4,11
89453,1,1965-04-12,2350.0,278.0,1965,4,12
89454,1,1965-04-13,2320.0,280.0,1965,4,13
89455,1,1965-04-14,2390.0,278.0,1965,4,14
89458,1,1965-05-03,4120.0,421.0,1965,5,3
89459,1,1965-05-04,3810.0,416.0,1965,5,4
89460,1,1965-05-05,3590.0,442.0,1965,5,5
89461,1,1965-05-06,3550.0,478.0,1965,5,6
89462,1,1965-05-07,3790.0,510.0,1965,5,7
89463,1,1965-05-08,4150.0,518.0,1965,5,8
89464,1,1965-05-09,4480.0,509.0,1965,5,9
89465,1,1965-05-10,4570.0,482.0,1965,5,10
89466,1,1965-05-11,4470.0,454.0,1965,5,11
89467,1,1965-05-12,4190.0,431.0,1965,5,12
89468,1,1965-05-13,3910.0,405.0,1965,5,13
89469,1,1965-05-14,3690.0,380.0,1965,5,14
89470,1,1965-05-15,3440.0,360.0,1965,5,15
89471,1,1965-05-16,3220.0,342.0,1965,5,16
89472,1,1965-05-17,3050.0,338.0,1965,5,17
89473,1,1965-05-18,2900.0,339.0,1965,5,18
89474,1,1965-05-19,2870.0,375.0,1965,5,19
89475,1,1965-05-20,2870.0,412.0,1965,5,20
89476,1,1965-05-21,3180.0,420.0,1965,5,21
89477,1,1965-05-22,3510.0,425.0,1965,5,22
89478,1,1965-05-23,3580.0,423.0,1965,5,23
89479,1,1965-05-24,3630.0,407.0,1965,5,24
89480,1,1965-05-25,3610.0,365.0,1965,5,25
89481,1,1965-05-26,3460.0,362.0,1965,5,26
89482,1,1965-05-27,3090.0,365.0,1965,5,27
89483,1,1965-05-28,3070.0,374.0,1965,5,28
89484,1,1965-05-29,3090.0,388.0,1965,5,29
89485,1,1965-05-30,3170.0,407.0,1965,5,30
89486,1,1965-05-31,3290.0,414.0,1965,5,31
89487,1,1965-06-01,3460.0,432.0,1965,6,1
89488,1,1965-06-02,3530.0,437.0,1965,6,2
89489,1,1965-06-03,3700.0,423.0,1965,6,3
89490,1,1965-06-04,3740.0,410.0,1965,6,4
89491,1,1965-06-05,3610.0,402.0,1965,6,5
89492,1,1965-06-06,3490.0,393.0,1965,6,6
89493,1,1965-06-07,3420.0,407.0,1965,6,7
89494,1,1965-06-08,3340.0,444.0,1965,6,8
89495,1,1965-06-09,3460.0,519.0,1965,6,9
89496,1,1965-06-10,3810.0,557.0,1965,6,10
89497,1,1965-06-11,4580.0,562.0,1965,6,11
89498,1,1965-06-12,5000.0,545.0,1965,6,12
89499,1,1965-06-13,5060.0,546.0,1965,6,13
89500,1,1965-06-14,4860.0,546.0,1965,6,14
89501,1,1965-06-15,4880.0,533.0,1965,6,15
89502,1,1965-06-16,4880.0,523.0,1965,6,16
89503,1,1965-06-17,4730.0,525.0,1965,6,17
89504,1,1965-06-18,4620.0,521.0,1965,6,18
89505,1,1965-06-19,4640.0,500.0,1965,6,19
89506,1,1965-06-20,4600.0,477.0,1965,6,20
89507,1,1965-06-21,4380.0,460.0,1965,6,21
89508,1,1965-06-22,4140.0,455.0,1965,6,22
89509,1,1965-06-23,3970.0,446.0,1965,6,23
89510,1,1965-06-24,3920.0,437.0,1965,6,24
89511,1,1965-06-25,3830.0,420.0,1965,6,25
89512,1,1965-06-26,3740.0,405.0,1965,6,26
89513,1,1965-06-27,3580.0,394.0,1965,6,27
89514,1,1965-06-28,3440.0,385.0,1965,6,28
89515,1,1965-06-29,3340.0,382.0,1965,6,29
89516,1,1965-06-30,3260.0,380.0,1965,6,30
89517,1,1965-07-01,3240.0,384.0,1965,7,1
89518,1,1965-07-02,3220.0,384.0,1965,7,2
89519,1,1965-07-03,3260.0,378.0,1965,7,3
89520,1,1965-07-04,3260.0,371.0,1965,7,4
89521,1,1965-07-05,3200.0,363.0,1965,7,5
89522,1,1965-07-06,3140.0,360.0,1965,7,6
89523,1,1965-07-07,3070.0,357.0,1965,7,7
89524,1,1965-07-08,3050.0,357.0,1965,7,8
89525,1,1965-07-09,3020.0,357.0,1965,7,9
89526,1,1965-07-10,3020.0,366.0,1965,7,10
89527,1,1965-07-11,3020.0,371.0,1965,7,11
89528,1,1965-07-12,3100.0,366.0,1965,7,12
89529,1,1965-07-13,3140.0,356.0,1965,7,13
89530,1,1965-07-14,3100.0,360.0,1965,7,14
89531,1,1965-07-15,3020.0,377.0,1965,7,15
89532,1,1965-07-16,3050.0,420.0,1965,7,16
89533,1,1965-07-17,3190.0,423.0,1965,7,17
89534,1,1965-07-18,3580.0,403.0,1965,7,18
89535,1,1965-07-19,3610.0,395.0,1965,7,19
89536,1,1965-07-20,3430.0,406.0,1965,7,20
89537,1,1965-07-21,3350.0,411.0,1965,7,21
89538,1,1965-07-22,3450.0,393.0,1965,7,22
89539,1,1965-07-23,3500.0,378.0,1965,7,23
89540,1,1965-07-24,3340.0,357.0,1965,7,24
89541,1,1965-07-25,3200.0,339.0,1965,7,25
89542,1,1965-07-26,3020.0,330.0,1965,7,26
89543,1,1965-07-27,2870.0,334.0,1965,7,27
89544,1,1965-07-28,2800.0,334.0,1965,7,28
89545,1,1965-07-29,2830.0,338.0,1965,7,29
89548,1,1965-08-17,2010.0,223.0,1965,8,17
89549,1,1965-08-18,2000.0,216.0,1965,8,18
89550,1,1965-08-19,1990.0,210.0,1965,8,19
89551,1,1965-08-20,1940.0,207.0,1965,8,20
89552,1,1965-08-21,1900.0,202.0,1965,8,21
89553,1,1965-08-22,1870.0,204.0,1965,8,22
89554,1,1965-08-23,1840.0,212.0,1965,8,23
89555,1,1965-08-24,1850.0,232.0,1965,8,24
89556,1,1965-08-25,1910.0,247.0,1965,8,25
89557,1,1965-08-26,2050.0,252.0,1965,8,26
89558,1,1965-08-27,2160.0,250.0,1965,8,27
89559,1,1965-08-28,2200.0,242.0,1965,8,28
89560,1,1965-08-29,2180.0,242.0,1965,8,29
89561,1,1965-08-30,2120.0,246.0,1965,8,30
89562,1,1965-08-31,2120.0,244.0,1965,8,31
89563,1,1965-09-01,2150.0,244.0,1965,9,1
89564,1,1965-09-02,2140.0,267.0,1965,9,2
89565,1,1965-09-03,2140.0,280.0,1965,9,3
89566,1,1965-09-04,2310.0,286.0,1965,9,4
89567,1,1965-09-05,2410.0,285.0,1965,9,5
89568,1,1965-09-06,2450.0,288.0,1965,9,6
89569,1,1965-09-07,2440.0,315.0,1965,9,7
89570,1,1965-09-08,2470.0,312.0,1965,9,8
89571,1,1965-09-09,2680.0,306.0,1965,9,9
89572,1,1965-09-10,2660.0,318.0,1965,9,10
89573,1,1965-09-11,2610.0,336.0,1965,9,11
89574,1,1965-09-12,2700.0,351.0,1965,9,12
89575,1,1965-09-13,2850.0,355.0,1965,9,13
89576,1,1965-09-14,2970.0,351.0,1965,9,14
89577,1,1965-09-15,3010.0,356.0,1965,9,15
89578,1,1965-09-16,2970.0,342.0,1965,9,16
89579,1,1965-09-17,3020.0,326.0,1965,9,17
89580,1,1965-09-18,2900.0,312.0,1965,9,18
89581,1,1965-09-19,2770.0,296.0,1965,9,19
89582,1,1965-09-20,2660.0,288.0,1965,9,20
89583,1,1965-09-21,2530.0,284.0,1965,9,21
89584,1,1965-09-22,2470.0,274.0,1965,9,22
89585,1,1965-09-23,2440.0,265.0,1965,9,23
89586,1,1965-09-24,2360.0,256.0,1965,9,24
89587,1,1965-09-25,2290.0,250.0,1965,9,25
89588,1,1965-09-26,2230.0,244.0,1965,9,26
89589,1,1965-09-27,2180.0,235.0,1965,9,27
89590,1,1965-09-28,2140.0,236.0,1965,9,28
89591,1,1965-09-29,2070.0,248.0,1965,9,29
89592,1,1965-09-30,2080.0,279.0,1965,9,30
89593,1,1965-10-01,2170.0,282.0,1965,10,1
89594,1,1965-10-02,2400.0,266.0,1965,10,2
89595,1,1965-10-03,2420.0,249.0,1965,10,3
89596,1,1965-10-04,2300.0,227.0,1965,10,4
89597,1,1965-10-05,2170.0,225.0,1965,10,5
89598,1,1965-10-06,2020.0,215.0,1965,10,6
89599,1,1965-10-07,2000.0,207.0,1965,10,7
89600,1,1965-10-08,1930.0,200.0,1965,10,8
89601,1,1965-10-09,1870.0,192.0,1965,10,9
89602,1,1965-10-10,1820.0,184.0,1965,10,10
89603,1,1965-10-11,1770.0,175.0,1965,10,11
89604,1,1965-10-12,1720.0,174.0,1965,10,12
89605,1,1965-10-13,1660.0,170.0,1965,10,13
89606,1,1965-10-14,1650.0,167.0,1965,10,14
89607,1,1965-10-15,1620.0,163.0,1965,10,15
89608,1,1965-10-16,1600.0,156.0,1965,10,16
89609,1,1965-10-17,1580.0,150.0,1965,10,17
89610,1,1965-10-18,1530.0,148.0,1965,10,18
89611,1,1965-10-19,1490.0,143.0,1965,10,19
89612,1,1965-10-20,1480.0,139.0,1965,10,20
89613,1,1965-10-21,1440.0,130.0,1965,10,21
89614,1,1965-10-22,1420.0,126.0,1965,10,22
89615,1,1965-10-23,1360.0,120.0,1965,10,23
89616,1,1965-10-24,1340.0,116.0,1965,10,24
89617,1,1965-10-25,1300.0,113.0,1965,10,25
89618,1,1965-10-26,1280.0,109.0,1965,10,26
89619,1,1965-10-27,1260.0,113.0,1965,10,27
89620,1,1965-10-28,1240.0,110.0,1965,10,28
89621,1,1965-10-29,1260.0,107.0,1965,10,29
89622,1,1965-10-30,1240.0,108.0,1965,10,30
89623,1,1965-10-31,1230.0,103.0,1965,10,31
89624,1,1965-11-01,1230.0,103.0,1965,11,1
89625,1,1965-11-02,1200.0,108.0,1965,11,2
89626,1,1965-11-03,1200.0,119.0,1965,11,3
89627,1,1965-11-04,1230.0,117.0,1965,11,4
89628,1,1965-11-05,1300.0,112.0,1965,11,5
89629,1,1965-11-06,1280.0,110.0,1965,11,6
89630,1,1965-11-07,1250.0,111.0,1965,11,7
89631,1,1965-11-08,1240.0,112.0,1965,11,8
89632,1,1965-11-09,1250.0,117.0,1965,11,9
89633,1,1965-11-10,1250.0,129.0,1965,11,10
89634,1,1965-11-11,1280.0,134.0,1965,11,11
89635,1,1965-11-12,1360.0,149.0,1965,11,12
89638,1,1965-12-01,4800.0,500.0,1965,12,1
89639,1,1965-12-02,4680.0,474.0,1965,12,2
89640,1,1965-12-03,4380.0,498.0,1965,12,3
89641,1,1965-12-04,4110.0,589.0,1965,12,4
89642,1,1965-12-05,4360.0,716.0,1965,12,5
89643,1,1965-12-06,5380.0,740.0,1965,12,6
89644,1,1965-12-07,7060.0,704.0,1965,12,7
89645,1,1965-12-08,7410.0,658.0,1965,12,8
89646,1,1965-12-09,6880.0,670.0,1965,12,9
89647,1,1965-12-10,6250.0,656.0,1965,12,10
89648,1,1965-12-11,6410.0,608.0,1965,12,11
89649,1,1965-12-12,6220.0,584.0,1965,12,12
89650,1,1965-12-13,5610.0,605.0,1965,12,13
89651,1,1965-12-14,5320.0,620.0,1965,12,14
89652,1,1965-12-15,5570.0,610.0,1965,12,15
89653,1,1965-12-16,5760.0,595.0,1965,12,16
89654,1,1965-12-17,5640.0,639.0,1965,12,17
89655,1,1965-12-18,5450.0,665.0,1965,12,18
89656,1,1965-12-19,6000.0,674.0,1965,12,19
89657,1,1965-12-20,6340.0,680.0,1965,12,20
89658,1,1965-12-21,6470.0,651.0,1965,12,21
89659,1,1965-12-22,6550.0,615.0,1965,12,22
89660,1,1965-12-23,6160.0,600.0,1965,12,23
89661,1,1965-12-24,5700.0,632.0,1965,12,24
89662,1,1965-12-25,5510.0,662.0,1965,12,25
89663,1,1965-12-26,5910.0,657.0,1965,12,26
89664,1,1965-12-27,6300.0,618.0,1965,12,27
89665,1,1965-12-28,6240.0,566.0,1965,12,28
89666,1,1965-12-29,5740.0,536.0,1965,12,29
89667,1,1965-12-30,5110.0,530.0,1965,12,30
89668,1,1965-12-31,4760.0,575.0,1965,12,31
89669,1,1966-01-01,4700.0,646.0,1966,1,1
89670,1,1966-01-02,5210.0,705.0,1966,1,2
89671,1,1966-01-03,6090.0,714.0,1966,1,3
89672,1,1966-01-04,6900.0,672.0,1966,1,4
89673,1,1966-01-05,7030.0,598.0,1966,1,5
89674,1,1966-01-06,6440.0,540.0,1966,1,6
89675,1,1966-01-07,5490.0,488.0,1966,1,7
89676,1,1966-01-08,4810.0,444.0,1966,1,8
89677,1,1966-01-09,4250.0,407.0,1966,1,9
89678,1,1966-01-10,3810.0,374.0,1966,1,10
89679,1,1966-01-11,3460.0,352.0,1966,1,11
89680,1,1966-01-12,3170.0,332.0,1966,1,12
89681,1,1966-01-13,2980.0,316.0,1966,1,13
89682,1,1966-01-14,2820.0,294.0,1966,1,14
89683,1,1966-01-15,2690.0,287.0,1966,1,15
89684,1,1966-01-16,2520.0,275.0,1966,1,16
89685,1,1966-01-17,2460.0,258.0,1966,1,17
89686,1,1966-01-18,2370.0,246.0,1966,1,18
89687,1,1966-01-19,2240.0,242.0,1966,1,19
89688,1,1966-01-20,2150.0,243.0,1966,1,20
89689,1,1966-01-21,2120.0,248.0,1966,1,21
89690,1,1966-01-22,2130.0,339.0,1966,1,22
89691,1,1966-01-23,2170.0,416.0,1966,1,23
89692,1,1966-01-24,2870.0,437.0,1966,1,24
89693,1,1966-01-25,3550.0,410.0,1966,1,25
89694,1,1966-01-26,3740.0,389.0,1966,1,26
89695,1,1966-01-27,3490.0,383.0,1966,1,27
89696,1,1966-01-28,3300.0,379.0,1966,1,28
89697,1,1966-01-29,3250.0,373.0,1966,1,29
89698,1,1966-01-30,3210.0,364.0,1966,1,30
89699,1,1966-01-31,3160.0,362.0,1966,1,31
89700,1,1966-02-01,3080.0,364.0,1966,2,1
89701,1,1966-02-02,3070.0,360.0,1966,2,2
89702,1,1966-02-03,3080.0,350.0,1966,2,3
89703,1,1966-02-04,3050.0,357.0,1966,2,4
89704,1,1966-02-05,2970.0,378.0,1966,2,5
89705,1,1966-02-06,3020.0,388.0,1966,2,6
89706,1,1966-02-07,3200.0,421.0,1966,2,7
89707,1,1966-02-08,3290.0,513.0,1966,2,8
89708,1,1966-02-09,3590.0,609.0,1966,2,9
89709,1,1966-02-10,4520.0,657.0,1966,2,10
89710,1,1966-02-11,5620.0,672.0,1966,2,11
89711,1,1966-02-12,6240.0,678.0,1966,2,12
89712,1,1966-02-13,6440.0,631.0,1966,2,13
89713,1,1966-02-14,6520.0,560.0,1966,2,14
89714,1,1966-02-15,5900.0,504.0,1966,2,15
89715,1,1966-02-16,5040.0,465.0,1966,2,16
89716,1,1966-02-17,4420.0,437.0,1966,2,17
89717,1,1966-02-18,4020.0,412.0,1966,2,18
89718,1,1966-02-19,3740.0,392.0,1966,2,19
89719,1,1966-02-20,3510.0,377.0,1966,2,20
89720,1,1966-02-21,3330.0,380.0,1966,2,21
89721,1,1966-02-22,3190.0,384.0,1966,2,22
89722,1,1966-02-23,3220.0,375.0,1966,2,23
89723,1,1966-02-24,3260.0,359.0,1966,2,24
89724,1,1966-02-25,3180.0,346.0,1966,2,25
89725,1,1966-02-26,3040.0,338.0,1966,2,26
89728,1,1966-03-17,2530.0,290.0,1966,3,17
89729,1,1966-03-18,2490.0,293.0,1966,3,18
89730,1,1966-03-19,2480.0,293.0,1966,3,19
89731,1,1966-03-20,2510.0,290.0,1966,3,20
89732,1,1966-03-21,2510.0,278.0,1966,3,21
89733,1,1966-03-22,2480.0,271.0,1966,3,22
89734,1,1966-03-23,2390.0,267.0,1966,3,23
89735,1,1966-03-24,2340.0,267.0,1966,3,24
89736,1,1966-03-25,2310.0,275.0,1966,3,25
89737,1,1966-03-26,2310.0,309.0,1966,3,26
89738,1,1966-03-27,2370.0,376.0,1966,3,27
89739,1,1966-03-28,2630.0,452.0,1966,3,28
89740,1,1966-03-29,3190.0,487.0,1966,3,29
89741,1,1966-03-30,3890.0,499.0,1966,3,30
89742,1,1966-03-31,4240.0,473.0,1966,3,31
89743,1,1966-04-01,4370.0,442.0,1966,4,1
89744,1,1966-04-02,4100.0,415.0,1966,4,2
89745,1,1966-04-03,3790.0,387.0,1966,4,3
89746,1,1966-04-04,3540.0,365.0,1966,4,4
89747,1,1966-04-05,3280.0,350.0,1966,4,5
89748,1,1966-04-06,3090.0,341.0,1966,4,6
89749,1,1966-04-07,2970.0,334.0,1966,4,7
89750,1,1966-04-08,2890.0,337.0,1966,4,8
89751,1,1966-04-09,2830.0,342.0,1966,4,9
89752,1,1966-04-10,2860.0,352.0,1966,4,10
89753,1,1966-04-11,2900.0,357.0,1966,4,11
89754,1,1966-04-12,2980.0,358.0,1966,4,12
89755,1,1966-04-13,3020.0,353.0,1966,4,13
89756,1,1966-04-14,3030.0,375.0,1966,4,14
89757,1,1966-04-15,2990.0,418.0,1966,4,15
89758,1,1966-04-16,3180.0,458.0,1966,4,16
89759,1,1966-04-17,3560.0,472.0,1966,4,17
89760,1,1966-04-18,3950.0,496.0,1966,4,18
89761,1,1966-04-19,4090.0,494.0,1966,4,19
89762,1,1966-04-20,4340.0,482.0,1966,4,20
89763,1,1966-04-21,4320.0,454.0,1966,4,21
89764,1,1966-04-22,4190.0,442.0,1966,4,22
89765,1,1966-04-23,3910.0,440.0,1966,4,23
89766,1,1966-04-24,3790.0,431.0,1966,4,24
89767,1,1966-04-25,3770.0,423.0,1966,4,25
89768,1,1966-04-26,3690.0,404.0,1966,4,26
89769,1,1966-04-27,3610.0,396.0,1966,4,27
89770,1,1966-04-28,3430.0,374.0,1966,4,28
89771,1,1966-04-29,3360.0,354.0,1966,4,29
89772,1,1966-04-30,3170.0,346.0,1966,4,30
89773,1,1966-05-01,3000.0,340.0,1966,5,1
89774,1,1966-05-02,2930.0,327.0,1966,5,2
89775,1,1966-05-03,2880.0,321.0,1966,5,3
89776,1,1966-05-04,2780.0,326.0,1966,5,4
89777,1,1966-05-05,2730.0,335.0,1966,5,5
89778,1,1966-05-06,2770.0,341.0,1966,5,6
89779,1,1966-05-07,2840.0,350.0,1966,5,7
89780,1,1966-05-08,2890.0,364.0,1966,5,8
89781,1,1966-05-09,2970.0,382.0,1966,5,9
89782,1,1966-05-10,3080.0,380.0,1966,5,10
89783,1,1966-05-11,3240.0,369.0,1966,5,11
89784,1,1966-05-12,3220.0,352.0,1966,5,12
89785,1,1966-05-13,3130.0,336.0,1966,5,13
89786,1,1966-05-14,2980.0,321.0,1966,5,14
89787,1,1966-05-15,2850.0,305.0,1966,5,15
89788,1,1966-05-16,2730.0,296.0,1966,5,16
89789,1,1966-05-17,2600.0,290.0,1966,5,17
89790,1,1966-05-18,2530.0,297.0,1966,5,18
89791,1,1966-05-19,2480.0,300.0,1966,5,19
89792,1,1966-05-20,2540.0,307.0,1966,5,20
89793,1,1966-05-21,2560.0,316.0,1966,5,21
89794,1,1966-05-22,2620.0,323.0,1966,5,22
89795,1,1966-05-23,2690.0,319.0,1966,5,23
89796,1,1966-05-24,2740.0,314.0,1966,5,24
89797,1,1966-05-25,2710.0,316.0,1966,5,25
89798,1,1966-05-26,2670.0,320.0,1966,5,26
89799,1,1966-05-27,2690.0,319.0,1966,5,27
89800,1,1966-05-28,2720.0,315.0,1966,5,28
89801,1,1966-05-29,2710.0,310.0,1966,5,29
89802,1,1966-05-30,2680.0,302.0,1966,5,30
89803,1,1966-05-31,2640.0,291.0,1966,5,31
89804,1,1966-06-01,2580.0,282.0,1966,6,1
89805,1,1966-06-02,2490.0,277.0,1966,6,2
89806,1,1966-06-03,2420.0,266.0,1966,6,3
89807,1,1966-06-04,2380.0,260.0,1966,6,4
89808,1,1966-06-05,2300.0,258.0,1966,6,5
89809,1,1966-06-06,2260.0,254.0,1966,6,6
89810,1,1966-06-07,2240.0,249.0,1966,6,7
89811,1,1966-06-08,2210.0,250.0,1966,6,8
89812,1,1966-06-09,2170.0,247.0,1966,6,9
89813,1,1966-06-10,2180.0,244.0,1966,6,10
89814,1,1966-06-11,2160.0,246.0,1966,6,11
89815,1,1966-06-12,2140.0,250.0,1966,6,12
89818,1,1966-07-01,2940.0,337.0,1966,7,1
89819,1,1966-07-02,2910.0,332.0,1966,7,2
89820,1,1966-07-03,2860.0,332.0,1966,7,3
89821,1,1966-07-04,2820.0,342.0,1966,7,4
89822,1,1966-07-05,2820.0,360.0,1966,7,5
89823,1,1966-07-06,2900.0,380.0,1966,7,6
89824,1,1966-07-07,3050.0,376.0,1966,7,7
89825,1,1966-07-08,3220.0,387.0,1966,7,8
89826,1,1966-07-09,3190.0,387.0,1966,7,9
89827,1,1966-07-10,3280.0,382.0,1966,7,10
89828,1,1966-07-11,3280.0,363.0,1966,7,11
89829,1,1966-07-12,3240.0,347.0,1966,7,12
89830,1,1966-07-13,3070.0,332.0,1966,7,13
89831,1,1966-07-14,2940.0,316.0,1966,7,14
89832,1,1966-07-15,2820.0,311.0,1966,7,15
89833,1,1966-07-16,2690.0,313.0,1966,7,16
89834,1,1966-07-17,2650.0,311.0,1966,7,17
89835,1,1966-07-18,2660.0,323.0,1966,7,18
89836,1,1966-07-19,2650.0,359.0,1966,7,19
89837,1,1966-07-20,2740.0,390.0,1966,7,20
89838,1,1966-07-21,3040.0,415.0,1966,7,21
89839,1,1966-07-22,3310.0,408.0,1966,7,22
89840,1,1966-07-23,3540.0,392.0,1966,7,23
89841,1,1966-07-24,3470.0,377.0,1966,7,24
89842,1,1966-07-25,3330.0,369.0,1966,7,25
89843,1,1966-07-26,3190.0,349.0,1966,7,26
89844,1,1966-07-27,3130.0,331.0,1966,7,27
89845,1,1966-07-28,2960.0,316.0,1966,7,28
89846,1,1966-07-29,2810.0,312.0,1966,7,29
89847,1,1966-07-30,2690.0,314.0,1966,7,30
89848,1,1966-07-31,2660.0,302.0,1966,7,31
89849,1,1966-08-01,2670.0,298.0,1966,8,1
89850,1,1966-08-02,2580.0,303.0,1966,8,2
89851,1,1966-08-03,2550.0,316.0,1966,8,3
89852,1,1966-08-04,2590.0,350.0,1966,8,4
89853,1,1966-08-05,2690.0,382.0,1966,8,5
89854,1,1966-08-06,2970.0,390.0,1966,8,6
89855,1,1966-08-07,3240.0,373.0,1966,8,7
89856,1,1966-08-08,3310.0,346.0,1966,8,8
89857,1,1966-08-09,3160.0,332.0,1966,8,9
89858,1,1966-08-10,2930.0,324.0,1966,8,10
89859,1,1966-08-11,2820.0,318.0,1966,8,11
89860,1,1966-08-12,2750.0,304.0,1966,8,12
